1868,263440,2
19220,264382,2
22690,268318,2
16273,264219,2
3761,266001,2
18205,266627,2
16871,264525,2
20220,266602,2
19578,259032,2
11190,264624,2
14731,261772,2
13309,268528,2
17606,266501,2
17721,261651,2
21287,265153,2
16812,266386,2
4495,261823,2
15344,265140,2
20331,260739,2
26162,266927,2
18308,267517,2
3277,267504,2
10079,263673,2
3133,265773,2
6797,267760,2
12479,264522,2
23952,263192,2
17087,264737,2
11625,262732,2
26608,258998,2
18295,270061,2
7972,263499,2
4323,267749,2
27209,261344,2
13391,260242,2
8165,259350,2
29033,261192,2
31760,265116,2
25799,262833,2
22622,262042,2
25799,261449,2
8375,264874,2
3447,264884,2
21260,267153,2
4007,266993,2
16380,270360,2
16999,266219,2
18205,259426,2
6949,259971,2
27740,260020,2
4263,266903,2
4332,263581,2
26296,263968,2
28018,259679,2
13788,261097,2
13241,259716,2
17606,269437,2
17864,259905,2
25576,263825,2
30474,269626,2
12360,269470,2
27170,262056,2
29033,259321,2
13424,262204,2
5444,263364,2
7201,264562,2
8816,263299,2
11634,262769,2
17606,265624,2
27451,269353,2
2725,263886,2
16380,269734,2
10138,265388,2
7974,259524,2
28307,262668,2
16335,261911,2
16511,261383,2
8816,260512,2
2725,267446,2
17540,266723,2
8706,264874,2
17816,266315,2
29827,268367,2
21530,265215,2
12308,263859,2
15449,266322,2
15310,260376,2
9517,260020,2
25031,269889,2
21468,259994,2
27935,265224,2
2161,269383,2
21118,265820,2
24902,261743,2
20706,259207,2
17647,266672,2
28783,264569,2
28783,261253,2
20154,266463,2
29033,266258,2
20685,259358,2
11383,259967,2
14399,261778,2
26363,260111,2
24467,265970,2
19331,264319,2
21703,269023,2
26692,265674,2
10259,267364,2
11666,260888,2
3808,262618,2
17397,266054,2
16427,263738,2
13788,259954,2
9089,260531,2
14577,270061,2
15344,264946,2
13420,262300,2
24359,265850,2
14731,265317,2
21150,259262,2
29033,260375,2
27740,260109,2
25799,262259,2
10391,264410,2
9081,261829,2
19150,266744,2
29033,265258,2
15545,260372,2
3897,262936,2
14283,263788,2
678,261504,2
11713,262596,2
21194,261911,2
13629,266684,2
15360,264219,2
5416,269456,2
29033,260115,2
3000,263037,2
25031,259697,2
17251,258963,2
23004,267736,2
28138,268304,2
8658,263024,2
889,263098,2
17328,269346,2
7391,259734,2
19578,267098,2
28378,261192,2
519,262233,2
11625,265820,2
24298,261603,2
21260,263737,2
31052,265263,2
3897,264192,2
3277,262502,2
21468,268184,2
17397,267394,2
26296,261972,2
23004,260063,2
12478,261994,2
25366,263423,2
8375,264717,2
28805,266789,2
12930,265153,2
21468,260058,2
25885,266874,2
27935,262673,2
18384,261984,2
13776,264035,2
21468,259224,2
19150,262558,2
14283,265081,2
21530,262562,2
10231,260095,2
8880,264613,2
17397,259227,2
27602,265444,2
7867,264182,2
21320,263928,2
8058,261794,2
28378,259321,2
24026,265588,2
7867,267899,2
576,268294,2
26167,266493,2
10436,265892,2
23011,266353,2
19601,269437,2
9583,264590,2
13872,266453,2
30214,259257,2
4458,262554,2
8880,263454,2
183,266344,2
15360,267408,2
23781,259780,2
5444,270396,2
28138,260336,2
25127,262850,2
11713,265768,2
16201,261295,2
12491,261689,2
14399,260210,2
12159,267898,2
20913,262147,2
28138,262042,2
21897,266809,2
11634,268113,2
21320,265184,2
16427,269404,2
2669,268444,2
11383,262553,2
6043,259037,2
22803,259186,2
13272,266917,2
13391,264692,2
15243,261733,2
21118,265942,2
9234,267304,2
1063,265016,2
8683,260020,2
30677,263879,2
8706,268588,2
21320,264889,2
25507,265940,2
8628,262488,2
24550,261920,2
23816,269815,2
23239,267408,2
13777,263072,2
19685,266648,2
27384,260399,2
9796,265828,2
10435,259467,2
27451,260610,2
31141,262283,2
10391,266967,2
25364,268563,2
3000,265478,2
15032,264549,2
14577,268186,2
13788,259380,2
9309,264456,2
17816,262567,2
25253,265401,2
13336,270073,2
28085,261778,2
5739,266258,2
3761,268505,2
6797,266662,2
19048,268526,2
22554,261383,2
16304,265425,2
3808,259505,2
579,267465,2
13055,261772,2
7867,260864,2
5531,269951,2
4824,269776,2
22044,265660,2
23827,265950,2
24464,267253,2
21287,264666,2
15947,259835,2
20980,260000,2
4332,261882,2
7339,265252,2
13788,269043,2
20220,262807,2
15360,265709,2
20220,259293,2
30215,263095,2
1063,259114,2
25576,259372,2
20685,259994,2
2433,262499,2
22789,267144,2
2669,261716,2
18047,269214,2
30518,261624,2
576,261506,2
17397,259237,2
29264,270281,2
10630,266463,2
15233,267327,2
30153,260210,2
12478,268928,2
15956,262457,2
8706,266478,2
25253,270426,2
5587,260794,2
13777,263459,2
9796,266608,2
10231,261583,2
1414,265299,2
19150,268090,2
12042,264717,2
25543,265018,2
19150,263402,2
16576,265029,2
31485,267646,2
5739,262567,2
5216,261546,2
28378,270820,2
183,265198,2
27935,261197,2
8924,267626,2
12015,259679,2
21703,267446,2
28741,264534,2
4458,265401,2
3761,261906,2
18225,267731,2
16875,265207,2
29033,270330,2
3808,270229,2
28085,267480,2
14687,262764,2
22803,261115,2
19048,267577,2
10162,269298,2
24195,267229,2
8518,261798,2
24195,259141,2
9998,259650,2
14283,267963,2
6072,263962,2
25962,270208,2
5491,262162,2
22966,266046,2
18453,262732,2
16945,269620,2
13872,261935,2
19528,261218,2
20685,259372,2
8658,262713,2
27602,265317,2
8658,265524,2
22837,263499,2
17285,259227,2
16304,260205,2
14241,261982,2
5444,262036,2
25799,260171,2
18453,261896,2
19302,270035,2
6797,264016,2
22622,268304,2
8628,261984,2
5444,267477,2
6072,259835,2
17946,262502,2
18205,266808,2
27740,260174,2
17397,270174,2
23761,262774,2
16335,262499,2
3295,267033,2
19150,260186,2
7972,263059,2
725,266565,2
15611,261966,2
19578,259345,2
15360,263810,2
10436,261498,2
26258,260425,2
2369,267263,2
7199,266292,2
18807,267239,2
5854,265241,2
26775,270023,2
25031,262850,2
19578,270261,2
29033,262850,2
24298,268940,2
27740,268696,2
17397,259880,2
15344,269134,2
17946,268106,2
14513,259439,2
7195,266453,2
29297,262225,2
20331,261896,2
26618,259294,2
19578,264818,2
13312,267306,2
29882,261911,2
17161,264410,2
3277,264163,2
13999,269214,2
9998,259227,2
21320,267098,2
17083,268354,2
9517,260109,2
27412,271251,2
10950,259543,2
19578,264865,2
12989,270396,2
19578,264889,2
9005,260117,2
26775,262959,2
5444,263429,2
24902,261856,2
1995,263793,2
5763,259641,2
9520,261635,2
3133,261982,2
25528,268650,2
17397,263908,2
26100,263214,2
11666,262311,2
17606,264677,2
16511,263933,2
23716,270360,2
28378,261671,2
23827,262678,2
7242,265306,2
16197,261586,2
2669,259112,2
15545,268463,2
19150,266802,2
21251,261933,2
29148,265424,2
8386,262732,2
10928,267092,2
23389,263775,2
10171,261727,2
4323,259676,2
2290,260189,2
29486,264264,2
30760,268620,2
26096,259739,2
9062,265833,2
15704,262553,2
20331,268299,2
2671,262457,2
12319,259052,2
13788,259982,2
21081,266282,2
8375,268588,2
515,261354,2
12478,266717,2
30474,270337,2
6371,262657,2
520,266475,2
8958,260322,2
8706,260454,2
15695,270309,2
8958,260377,2
25638,266264,2
8165,261447,2
4073,261165,2
19220,259835,2
30518,263596,2
14630,267263,2
22788,264771,2
25543,265466,2
2570,262470,2
28805,269630,2
30737,268696,2
8058,269456,2
22690,265970,2
13788,262993,2
6285,259327,2
8658,261095,2
16427,267825,2
5444,264004,2
21287,266073,2
18340,265240,2
3761,268365,2
5252,266816,2
22789,266073,2
12478,269478,2
13788,263024,2
20685,261464,2
24459,267724,2
28594,261772,2
18249,266157,2
1036,264386,2
25448,264975,2
12103,258963,2
30737,260109,2
9900,266559,2
8058,267952,2
21287,267837,2
23011,268259,2
7232,259672,2
9900,265263,2
12679,259137,2
12478,268728,2
25799,268505,2
10962,259227,2
24902,263037,2
1706,264938,2
25576,267831,2
3761,263668,2
29297,261899,2
15360,262855,2
25962,266520,2
30162,262933,2
17946,259032,2
28672,260858,2
8280,263658,2
3277,259032,2
9694,270042,2
885,266295,2
28620,266166,2
9896,267712,2
29264,269658,2
22274,266137,2
15944,268538,2
12360,268002,2
576,267975,2
1251,259047,2
13055,265317,2
15032,267658,2
26535,260370,2
23761,259967,2
24026,262805,2
5587,262502,2
25031,265617,2
3000,264938,2
16511,268117,2
31211,264278,2
3000,267267,2
25575,268054,2
8374,265817,2
22622,265850,2
25799,261906,2
17542,259227,2
2433,269315,2
4264,266961,2
9316,267626,2
21081,263240,2
29033,262272,2
29033,263613,2
21703,261194,2
8909,261354,2
18205,264187,2
20154,259147,2
24298,266116,2
12479,263564,2
8974,260070,2
29874,259905,2
19150,262769,2
29033,269889,2
18191,261645,2
17285,266054,2
27101,259645,2
21265,260508,2
11190,259708,2
3133,263379,2
22789,267996,2
16304,270210,2
27935,260148,2
979,261683,2
24459,261428,2
13272,266666,2
24521,259905,2
3199,267232,2
16545,265615,2
9583,262198,2
14058,260828,2
27319,260321,2
7201,266016,2
28138,262863,2
20706,261899,2
27384,261743,2
6949,264087,2
6659,268685,2
8880,268856,2
27935,261305,2
15137,259847,2
10170,268640,2
6949,270108,2
28867,265044,2
425,262233,2
12478,268118,2
6620,267364,2
18205,268299,2
12478,266256,2
9872,264884,2
25799,264345,2
26258,269219,2
22837,259238,2
24026,261689,2
8425,259078,2
10121,264481,2
7232,263821,2
19150,269230,2
17542,263908,2
12763,262774,2
3000,266874,2
17721,264000,2
576,266364,2
2669,264130,2
9998,262810,2
16875,261363,2
13420,265167,2
3897,264182,2
27935,263730,2
3808,266608,2
2628,265647,2
2725,261194,2
13420,265608,2
18205,264265,2
30518,265860,2
30137,264133,2
27935,264645,2
7339,267477,2
9521,259967,2
17931,269369,2
12478,263143,2
3808,266016,2
15545,270403,2
15137,261177,2
25575,266543,2
22837,263059,2
9081,261611,2
8425,264410,2
8658,264959,2
26692,264204,2
19150,265057,2
26618,260794,2
11713,265821,2
11365,260440,2
8880,262118,2
4323,269881,2
8386,260739,2
10259,266353,2
17285,262472,2
18308,261506,2
17931,264764,2
519,261046,2
23984,260126,2
17285,267394,2
6797,262288,2
12478,262396,2
5390,265029,2
18453,268681,2
19652,259689,2
7339,263773,2
30282,267724,2
29297,259749,2
8375,260454,2
16460,259730,2
17285,263840,2
3927,261122,2
17816,262850,2
19528,261211,2
7201,262198,2
30518,263826,2
576,267517,2
27384,266467,2
21287,266431,2
28741,265494,2
5416,261794,2
15611,268822,2
31141,260222,2
10572,260138,2
6949,260612,2
21448,264588,2
26096,263696,2
13417,268206,2
15137,262086,2
26879,267662,2
22828,259449,2
17946,269470,2
26692,264372,2
28805,269827,2
17020,266194,2
725,261086,2
19601,267220,2
5485,264327,2
13415,259342,2
28212,264665,2
16945,262554,2
8280,261027,2
13777,259308,2
8628,268186,2
11625,261896,2
16273,265709,2
10817,267646,2
885,266961,2
25872,267699,2
27287,259584,2
18191,259503,2
9309,264528,2
18384,268186,2
27935,263240,2
22448,261153,2
18340,259534,2
3277,259345,2
22448,259026,2
17182,263193,2
1722,264877,2
515,265469,2
15032,265174,2
16197,262333,2
2526,268134,2
2433,261911,2
25543,264318,2
15344,267467,2
19284,265610,2
13788,261524,2
14283,265091,2
25732,270208,2
8386,268299,2
30162,260140,2
25732,262457,2
11634,269230,2
11554,261475,2
25799,261249,2
22966,264905,2
2725,269023,2
21320,262754,2
30737,260020,2
15545,265772,2
12763,266174,2
15704,269734,2
5739,259321,2
8342,269100,2
579,263811,2
3502,270367,2
9081,265566,2
18047,264254,2
16659,267061,2
21265,261645,2
13309,265513,2
15704,259967,2
9583,263311,2
10928,261344,2
520,261520,2
14283,264291,2
183,265624,2
17285,259880,2
15137,261118,2
28741,262881,2
25364,267609,2
26535,265596,2
13415,259153,2
25885,267910,2
2307,268368,2
7607,265610,2
9089,265196,2
30215,259249,2
18688,262283,2
30760,268627,2
22448,260377,2
9796,266678,2
26775,262342,2
17285,270838,2
28783,262721,2
17083,268141,2
21897,267560,2
21703,262886,2
3337,260377,2
26907,261421,2
24026,267253,2
9517,260174,2
27170,260954,2
31141,263738,2
26692,263604,2
13948,262283,2
13095,259927,2
3761,265056,2
17606,266344,2
2433,261341,2
21897,259893,2
31246,260925,2
9583,266486,2
18453,259267,2
24467,268318,2
17606,265891,2
26363,265016,2
11554,268259,2
1063,260707,2
21897,268304,2
29264,269100,2
16304,259817,2
520,267300,2
9062,271299,2
10436,262977,2
25578,259970,2
22557,264322,2
12989,268301,2
183,267220,2
14200,260079,2
11190,265961,2
7190,264472,2
4101,261115,2
2597,270032,2
10436,260384,2
5739,266315,2
18688,267825,2
31760,261370,2
16659,264901,2
19150,268113,2
17285,259237,2
18002,269457,2
30760,259844,2
21260,259673,2
18180,265392,2
17946,264865,2
2669,259739,2
22622,268877,2
15545,266638,2
2669,260438,2
6949,264104,2
18308,267975,2
13948,263738,2
4323,265299,2
7867,269244,2
520,270898,2
3663,261787,2
27287,259667,2
3897,260864,2
4263,262590,2
29486,270396,2
17542,263431,2
17816,259321,2
12319,267712,2
18308,266813,2
520,270042,2
4007,266687,2
3260,262942,2
27170,268400,2
30760,269439,2
19601,266501,2
21647,270396,2
15032,267256,2
10162,261166,2
28378,268897,2
28805,263263,2
12651,262304,2
21523,265555,2
4495,265090,2
8706,262211,2
16304,266194,2
15243,261710,2
10171,266330,2
8500,264000,2
29088,260790,2
4332,268805,2
12930,267837,2
28378,262850,2
17606,264304,2
18688,263084,2
21320,268428,2
24359,268877,2
19284,260572,2
2669,262813,2
7339,263429,2
11634,266785,2
8445,259730,2
11634,262558,2
14283,269303,2
8375,264382,2
3000,267988,2
18295,263906,2
12478,268658,2
13788,260522,2
11666,267505,2
14731,265444,2
14513,259282,2
31052,266559,2
22966,260518,2
2725,264750,2
2725,259985,2
12478,261182,2
22614,260122,2
576,263143,2
22803,264328,2
8658,267774,2
15310,264000,2
9134,267000,2
17095,266950,2
21320,262871,2
21287,265534,2
25999,259451,2
30137,263669,2
18384,264537,2
28378,266912,2
30278,259286,2
8880,264905,2
9796,266016,2
19639,268224,2
17540,266582,2
30737,260174,2
9062,268165,2
17816,259284,2
11634,262268,2
11190,259370,2
18225,264787,2
18112,264732,2
9583,264624,2
10259,267662,2
10482,263593,2
29486,261048,2
24359,268304,2
21523,267576,2
4263,264878,2
2307,262478,2
12930,264878,2
22274,269077,2
3277,267098,2
17540,268025,2
27935,266282,2
28805,269898,2
13420,267130,2
7394,261772,2
8706,264382,2
8880,266046,2
13776,264884,2
21081,263534,2
1316,265588,2
2307,259749,2
28783,271118,2
5444,263773,2
8280,259126,2
24597,263775,2
28867,264008,2
5445,261914,2
21320,259032,2
21118,264946,2
7867,264192,2
12930,266003,2
13788,264243,2
9872,259360,2
21649,260697,2
29148,265496,2
19578,269431,2
2416,266565,2
16511,266544,2
26296,264100,2
2334,261324,2
30166,267263,2
21523,262096,2
12308,259362,2
8040,262002,2
1316,259163,2
11634,260250,2
2885,266582,2
579,263515,2
12478,259683,2
21468,259372,2
25031,265258,2
18112,262152,2
5416,264000,2
27319,264831,2
1063,262687,2
31363,269457,2
27392,268891,2
17397,263431,2
17328,259946,2
7982,259980,2
7339,270396,2
17542,260923,2
2725,267274,2
27602,261772,2
12478,259927,2
11365,262724,2
29033,260162,2
885,269457,2
7754,266359,2
17020,270210,2
22788,262724,2
22622,266677,2
13788,259415,2
7339,260486,2
30677,269122,2
11666,271022,2
28378,260459,2
1063,260111,2
18453,265820,2
11634,263402,2
5272,270120,2
11666,262268,2
21287,266003,2
6949,264543,2
12930,264666,2
29486,263452,2
16304,266227,2
3808,267251,2
4961,261489,2
23004,262941,2
19867,261115,2
25799,265188,2
8706,260131,2
17397,267145,2
13872,265832,2
3927,268677,2
8658,269043,2
25578,259689,2
10962,267355,2
9062,266137,2
13788,262515,2
24550,261569,2
17816,260162,2
5587,259294,2
12478,263891,2
28378,265892,2
18047,265762,2
27405,260377,2
10436,260459,2
27499,262023,2
31363,263136,2
27384,263037,2
8628,265768,2
4495,264469,2
23816,262024,2
27360,268785,2
17285,264930,2
11666,265057,2
17103,261011,2
17285,270174,2
10361,268248,2
23239,262739,2
9309,264484,2
17397,263840,2
26363,262687,2
26363,259114,2
3447,267696,2
8628,260578,2
10391,262812,2
2803,267724,2
